video,joy,trust,fear,surprise,sadness,disgust,anger,anticipation
0440.mp4,0.0,0.0,0.3,0.2,0.4,0.3,0.2,0.3
0441.mp4,0.1,0.1,0.3,0.2,0.4,0.3,0.2,0.3
0442.mp4,0.1,0.1,0.3,0.2,0.4,0.3,0.2,0.3
0443.mp4,0.1,0.1,0.3,0.2,0.2,0.3,0.0,0.3
0444.mp4,0.1,0.2,0.3,0.2,0.2,0.1,0.0,0.2
0445.mp4,0.1,0.2,0.3,0.2,0.2,0.1,0.0,0.2
0446.mp4,0.1,0.3,0.1,0.0,0.2,0.1,0.0,0.2
0447.mp4,0.2,0.3,0.1,0.0,0.3,0.1,0.0,0.2
0448.mp4,0.1,0.2,0.0,0.0,0.2,0.0,0.0,0.2
0449.mp4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
0450.mp4,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.2
0451.mp4,0.0,0.2,0.2,0.2,0.1,0.1,0.0,0.2
0452.mp4,0.1,0.3,0.1,0.1,0.1,0.0,0.0,0.3
0453.mp4,0.1,0.3,0.1,0.1,0.1,0.0,0.0,0.3
0454.mp4,0.1,0.4,0.1,0.1,0.2,0.0,0.0,0.3
0455.mp4,0.1,0.3,0.1,0.1,0.1,0.0,0.0,0.4
0456.mp4,0.1,0.3,0.1,0.1,0.1,0.0,0.0,0.4
0457.mp4,0.1,0.3,0.1,0.1,0.1,0.0,0.0,0.4
0458.mp4,0.2,0.3,0.1,0.1,0.2,0.0,0.0,0.3
0459.mp4,0.2,0.3,0.1,0.1,0.2,0.0,0.0,0.3
0460.mp4,0.2,0.3,0.1,0.1,0.3,0.0,0.0,0.3
0461.mp4,0.2,0.3,0.1,0.1,0.3,0.0,0.0,0.3
0462.mp4,0.1,0.3,0.1,0.2,0.2,0.1,0.0,0.2
0463.mp4,0.2,0.4,0.1,0.2,0.2,0.1,0.0,0.2
0464.mp4,0.3,0.5,0.1,0.2,0.1,0.1,0.0,0.3
0465.mp4,0.4,0.5,0.1,0.2,0.1,0.1,0.0,0.2
0466.mp4,0.4,0.5,0.1,0.2,0.1,0.1,0.0,0.3
0467.mp4,0.4,0.5,0.1,0.1,0.1,0.0,0.0,0.3
0468.mp4,0.4,0.5,0.0,0.1,0.1,0.1,0.0,0.3
0469.mp4,0.4,0.5,0.0,0.1,0.1,0.1,0.0,0.3
0470.mp4,0.4,0.5,0.0,0.1,0.0,0.0,0.0,0.3
0471.mp4,0.4,0.5,0.1,0.3,0.0,0.0,0.0,0.3
0472.mp4,0.5,0.4,0.0,0.2,0.0,0.0,0.0,0.3
0473.mp4,0.5,0.4,0.0,0.1,0.0,0.0,0.0,0.3
0474.mp4,0.5,0.4,0.0,0.1,0.0,0.1,0.0,0.3
0475.mp4,0.6,0.5,0.0,0.1,0.0,0.1,0.0,0.3
0476.mp4,0.5,0.4,0.0,0.1,0.0,0.0,0.0,0.3
0477.mp4,0.5,0.4,0.0,0.1,0.0,0.0,0.0,0.3
0478.mp4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.3
0479.mp4,0.4,0.3,0.1,0.1,0.0,0.1,0.0,0.2
0500.mp4,0.3,0.3,0.1,0.1,0.0,0.1,0.0,0.2
0501.mp4,0.3,0.3,0.2,0.1,0.0,0.2,0.0,0.2
0502.mp4,0.3,0.3,0.1,0.1,0.0,0.1,0.0,0.2
0503.mp4,0.2,0.2,0.1,0.1,0.0,0.2,0.1,0.3
0504.mp4,0.2,0.2,0.1,0.2,0.0,0.3,0.2,0.3
0505.mp4,0.2,0.1,0.2,0.2,0.1,0.3,0.3,0.3
0506.mp4,0.1,0.0,0.6,0.6,0.1,0.3,0.3,0.5
0507.mp4,0.2,0.1,0.6,0.6,0.1,0.3,0.4,0.5
0508.mp4,0.2,0.1,0.6,0.6,0.1,0.3,0.5,0.4
0509.mp4,0.1,0.0,0.5,0.5,0.1,0.3,0.4,0.3
0510.mp4,0.1,0.0,0.4,0.3,0.1,0.3,0.2,0.3
0511.mp4,0.3,0.0,0.3,0.3,0.1,0.2,0.1,0.4
0512.mp4,0.3,0.0,0.1,0.1,0.1,0.0,0.0,0.3
0513.mp4,0.2,0.2,0.1,0.0,0.1,0.0,0.0,0.3
0514.mp4,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.2
0515.mp4,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.2
0516.mp4,0.3,0.3,0.1,0.0,0.1,0.0,0.0,0.2
0517.mp4,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.2
0518.mp4,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.2
0519.mp4,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1
0520.mp4,0.3,0.3,0.0,0.0,0.2,0.0,0.0,0.2
0521.mp4,0.3,0.3,0.0,0.0,0.2,0.0,0.0,0.2
0522.mp4,0.2,0.4,0.0,0.1,0.3,0.0,0.0,0.2
0523.mp4,0.2,0.4,0.0,0.1,0.3,0.0,0.0,0.2
0524.mp4,0.1,0.4,0.0,0.2,0.3,0.1,0.0,0.2
0525.mp4,0.1,0.4,0.0,0.2,0.3,0.1,0.0,0.2
0526.mp4,0.1,0.0,0.1,0.2,0.1,0.2,0.1,0.4
0527.mp4,0.1,0.0,0.2,0.2,0.1,0.2,0.1,0.4
0528.mp4,0.1,0.0,0.2,0.2,0.0,0.2,0.1,0.4
0529.mp4,0.1,0.0,0.3,0.2,0.0,0.3,0.1,0.4
0530.mp4,0.3,0.2,0.0,0.1,0.0,0.0,0.0,0.4
0531.mp4,0.3,0.3,0.0,0.1,0.0,0.0,0.0,0.4
0532.mp4,0.3,0.3,0.0,0.1,0.0,0.0,0.0,0.4
0533.mp4,0.3,0.4,0.0,0.1,0.0,0.0,0.0,0.4
0534.mp4,0.3,0.5,0.0,0.2,0.0,0.0,0.0,0.4
0535.mp4,0.3,0.5,0.0,0.1,0.0,0.0,0.0,0.4
0536.mp4,0.4,0.6,0.0,0.1,0.0,0.0,0.0,0.4
0537.mp4,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1
0538.mp4,0.0,0.1,0.1,0.2,0.0,0.1,0.0,0.2
0539.mp4,0.0,0.1,0.2,0.2,0.1,0.2,0.1,0.2
0540.mp4,0.0,0.1,0.1,0.3,0.2,0.2,0.1,0.2
0541.mp4,0.0,0.0,0.1,0.1,0.3,0.1,0.0,0.2
0542.mp4,0.0,0.0,0.3,0.2,0.2,0.1,0.0,0.4
0543.mp4,0.0,0.0,0.3,0.2,0.2,0.1,0.0,0.4
0544.mp4,0.0,0.0,0.3,0.2,0.2,0.1,0.0,0.4
0545.mp4,0.0,0.0,0.4,0.5,0.2,0.1,0.0,0.5
0546.mp4,0.0,0.0,0.3,0.4,0.3,0.1,0.0,0.3
0547.mp4,0.0,0.0,0.3,0.3,0.2,0.1,0.0,0.3
0548.mp4,0.0,0.0,0.3,0.3,0.2,0.1,0.0,0.3
0549.mp4,0.0,0.0,0.4,0.3,0.2,0.1,0.0,0.4
0550.mp4,0.0,0.0,0.5,0.2,0.2,0.2,0.0,0.4
0551.mp4,0.1,0.0,0.5,0.2,0.2,0.2,0.0,0.4
0552.mp4,0.1,0.0,0.7,0.3,0.2,0.4,0.1,0.4
0553.mp4,0.0,0.0,0.2,0.1,0.1,0.1,0.0,0.2
0554.mp4,0.0,0.0,0.2,0.1,0.2,0.1,0.0,0.2
0555.mp4,0.0,0.0,0.3,0.1,0.0,0.1,0.0,0.3
0556.mp4,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.3
0557.mp4,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.3
0558.mp4,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.3
0559.mp4,0.2,0.2,0.0,0.2,0.1,0.0,0.0,0.3
0560.mp4,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1
0561.mp4,0.1,0.2,0.1,0.0,0.1,0.1,0.0,0.1
0562.mp4,0.1,0.2,0.1,0.0,0.1,0.1,0.0,0.1
0563.mp4,0.2,0.2,0.0,0.0,0.1,0.1,0.0,0.1
0564.mp4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1
0565.mp4,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.2
0566.mp4,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.2
0567.mp4,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.2
0568.mp4,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.3
0569.mp4,0.0,0.2,0.1,0.1,0.2,0.0,0.0,0.3
0570.mp4,0.0,0.3,0.1,0.1,0.1,0.0,0.0,0.3
0571.mp4,0.0,0.3,0.1,0.1,0.2,0.0,0.0,0.1
0572.mp4,0.0,0.2,0.1,0.1,0.2,0.0,0.0,0.1
0573.mp4,0.0,0.2,0.0,0.1,0.3,0.0,0.0,0.1
0574.mp4,0.2,0.3,0.0,0.0,0.1,0.0,0.0,0.1
0575.mp4,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.2
0576.mp4,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.2
0577.mp4,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.3
0578.mp4,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.3
0579.mp4,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.3
0600.mp4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.3
0601.mp4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.3
0602.mp4,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.3
0603.mp4,0.0,0.0,0.3,0.0,0.0,0.2,0.1,0.2
0604.mp4,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.2
0605.mp4,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.2
0606.mp4,0.0,0.0,0.4,0.2,0.0,0.2,0.0,0.4
0607.mp4,0.0,0.0,0.4,0.2,0.0,0.2,0.0,0.4
0608.mp4,0.0,0.0,0.4,0.2,0.1,0.2,0.0,0.3
0609.mp4,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.1
0610.mp4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
0611.mp4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2
0612.mp4,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2
0613.mp4,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.2
0614.mp4,0.0,0.0,0.6,0.6,0.1,0.1,0.0,0.4
0615.mp4,0.0,0.0,0.6,0.6,0.1,0.2,0.1,0.3
0616.mp4,0.0,0.0,0.5,0.4,0.1,0.2,0.1,0.3
0617.mp4,0.0,0.0,0.4,0.4,0.0,0.1,0.0,0.3
0618.mp4,0.0,0.0,0.3,0.3,0.1,0.0,0.0,0.2
0619.mp4,0.0,0.1,0.4,0.3,0.2,0.0,0.0,0.4
0620.mp4,0.0,0.0,0.2,0.1,0.2,0.0,0.0,0.1
0621.mp4,0.0,0.0,0.2,0.1,0.4,0.0,0.0,0.1
0622.mp4,0.0,0.0,0.8,0.8,0.4,0.1,0.2,0.6
0623.mp4,0.0,0.0,0.9,0.9,0.3,0.1,0.2,0.7
0624.mp4,0.0,0.0,0.7,0.4,0.4,0.2,0.3,0.5
0625.mp4,0.0,0.0,0.7,0.7,0.4,0.3,0.3,0.5
0626.mp4,0.0,0.1,0.6,0.4,0.3,0.3,0.3,0.5
0627.mp4,0.0,0.0,0.3,0.1,0.3,0.2,0.1,0.3
0628.mp4,0.0,0.0,0.3,0.1,0.3,0.2,0.1,0.3
0629.mp4,0.0,0.0,0.3,0.1,0.4,0.1,0.1,0.3
0630.mp4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4
0631.mp4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.5
0632.mp4,0.0,0.0,0.8,0.7,0.1,0.1,0.0,0.5
0633.mp4,0.0,0.0,0.7,0.4,0.2,0.1,0.0,0.5
0634.mp4,0.0,0.0,0.5,0.2,0.3,0.1,0.0,0.5
0635.mp4,0.0,0.0,0.7,0.6,0.5,0.1,0.0,0.6
0636.mp4,0.0,0.0,0.6,0.3,0.5,0.1,0.0,0.4
0637.mp4,0.0,0.0,0.6,0.2,0.3,0.1,0.0,0.4
0638.mp4,0.0,0.0,0.7,0.2,0.5,0.3,0.0,0.3
0639.mp4,0.0,0.0,0.5,0.2,0.5,0.2,0.0,0.3
0640.mp4,0.0,0.2,0.3,0.2,0.5,0.2,0.0,0.3
